,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
36542,850,spain,male,32.0,7,91068.56,1,1.0,0.0,30807.02,0
13784,711,spain,male,27.0,5,0.0,2,0.0,0.0,80061.31,0
17785,589,france,male,31.0,1,0.0,2,1.0,1.0,118971.85,0
33831,696,france,male,43.0,8,0.0,2,0.0,0.0,131736.23,0
97783,544,france,male,33.0,7,0.0,1,1.0,1.0,28707.69,0
64994,577,france,male,34.0,7,0.0,2,1.0,0.0,171099.99,0
105252,669,france,female,51.0,2,128653.86,1,1.0,1.0,1276.95,0
27316,675,france,male,33.0,7,0.0,2,1.0,1.0,189016.14,0
105702,556,france,female,43.0,2,111081.57,1,1.0,0.0,47964.44,0
40169,791,spain,male,40.0,2,0.0,2,1.0,0.0,3554.63,0
96578,711,france,female,29.0,9,0.0,2,0.0,1.0,3234.8,0
19680,557,france,male,33.0,5,146445.24,2,1.0,1.0,182738.0,0
77173,635,spain,male,27.0,9,0.0,2,1.0,0.0,38772.82,0
2049,532,germany,female,37.0,3,148495.64,1,0.0,1.0,158853.98,0
29870,658,france,female,38.0,5,142647.64,1,1.0,0.0,76638.6,0
1396,632,spain,female,32.0,2,0.0,2,0.0,1.0,103832.58,0
113267,583,france,female,42.0,7,165679.92,1,0.0,1.0,32909.13,0
2887,753,france,male,34.0,7,0.0,2,1.0,1.0,173882.9,0
11155,775,france,male,39.0,4,0.0,2,1.0,1.0,108891.2,0
65736,714,germany,female,26.0,4,140197.71,1,1.0,0.0,150242.44,0
110847,589,france,male,28.0,7,0.0,2,1.0,0.0,19282.85,0
31680,627,germany,male,19.0,10,137815.74,2,1.0,0.0,676.83,0
31042,521,france,female,35.0,9,0.0,2,1.0,1.0,180712.22,0
46504,679,france,female,36.0,3,147733.64,2,1.0,1.0,187811.71,0
9380,558,spain,male,40.0,4,0.0,1,1.0,1.0,131807.14,0
36176,710,spain,female,36.0,7,0.0,2,0.0,0.0,115186.97,0
41778,476,france,female,34.0,8,0.0,2,1.0,1.0,55775.84,0
104811,812,spain,male,34.0,5,121092.47,1,1.0,1.0,75860.01,0
23549,667,france,male,35.0,10,141038.58,1,1.0,0.0,4395.45,0
44449,581,spain,female,46.0,2,78022.61,1,1.0,0.0,32607.77,0
31463,411,france,male,32.0,4,0.0,2,1.0,1.0,53483.21,0
12830,553,germany,male,44.0,9,137911.55,1,1.0,1.0,105760.02,0
59112,496,germany,male,55.0,4,125292.53,1,1.0,0.0,31532.96,0
93450,579,france,male,38.0,5,113811.67,1,1.0,1.0,167720.98,0
45940,618,france,male,41.0,7,112013.81,1,1.0,0.0,103557.81,0
13359,681,germany,female,31.0,6,137948.95,2,1.0,1.0,61316.92,0
37328,558,france,female,31.0,8,0.0,1,0.0,0.0,52795.56,0
95933,665,spain,female,37.0,1,92476.88,2,1.0,0.0,82867.55,0
74410,587,spain,female,34.0,5,0.0,2,1.0,1.0,126013.57,0
59373,628,france,male,36.0,0,0.0,2,1.0,0.0,171707.93,0
67498,639,france,male,31.0,1,0.0,2,1.0,1.0,126477.36,0
60065,661,france,male,41.0,2,0.0,1,1.0,0.0,121151.1,0
10863,620,france,male,32.0,6,0.0,1,1.0,1.0,94993.04,0
99956,631,germany,male,27.0,10,134169.62,1,1.0,1.0,176730.02,0
80587,685,spain,male,38.0,5,0.0,2,1.0,1.0,35884.91,0
49095,791,france,male,30.0,8,0.0,2,1.0,1.0,61257.83,0
52231,756,spain,female,46.0,8,0.0,1,1.0,1.0,157932.75,0
75005,537,france,male,35.0,10,140856.76,1,1.0,1.0,64484.48,0
97569,718,germany,male,38.0,3,69413.44,1,1.0,1.0,176570.28,0
98332,719,france,female,43.0,5,0.0,2,0.0,0.0,78563.66,0
30609,782,france,female,35.0,3,94493.03,1,0.0,1.0,101866.39,0
83610,520,france,male,31.0,2,0.0,2,1.0,1.0,71652.37,0
42289,608,france,male,37.0,6,146093.39,2,0.0,1.0,160593.41,0
91221,774,germany,female,37.0,2,93844.69,1,0.0,0.0,28415.36,0
7285,611,france,male,38.0,3,0.0,2,1.0,1.0,142763.51,0
73722,663,france,male,43.0,4,0.0,2,1.0,1.0,175399.14,0
11354,707,spain,female,36.0,2,0.0,1,1.0,0.0,98810.78,0
75938,658,spain,female,36.0,2,0.0,2,0.0,1.0,143618.01,0
85746,811,france,male,30.0,6,0.0,2,1.0,0.0,180591.32,0
90711,683,france,male,26.0,0,0.0,2,1.0,0.0,131756.28,0
109865,485,spain,male,51.0,5,0.0,2,1.0,1.0,26912.72,0
99427,727,france,male,29.0,9,0.0,2,1.0,1.0,96670.3,0
46824,733,spain,male,50.0,7,0.0,2,0.0,1.0,178458.86,0
68530,539,spain,female,43.0,5,0.0,2,1.0,1.0,125553.56,0
72875,428,france,female,35.0,9,0.0,2,0.0,1.0,186976.6,0
18666,643,france,male,37.0,3,0.0,2,1.0,1.0,48475.12,0
7490,775,spain,male,29.0,4,0.0,2,1.0,0.0,138770.91,0
110785,726,france,female,27.0,7,173306.13,1,1.0,0.0,132719.8,0
95953,749,france,male,48.0,4,144875.05,1,0.0,1.0,132937.19,0
30111,661,france,female,35.0,7,0.0,2,1.0,1.0,131911.12,0
57192,592,spain,male,36.0,8,0.0,1,1.0,1.0,105922.69,0
31656,617,france,male,25.0,8,0.0,2,1.0,0.0,14073.11,0
85829,583,germany,male,35.0,8,71239.4,2,1.0,0.0,141749.68,0
8065,637,germany,female,36.0,0,131406.56,1,1.0,1.0,172363.41,0
101287,632,spain,male,45.0,5,81954.96,1,1.0,0.0,38270.23,0
113491,757,france,male,64.0,1,0.0,2,1.0,1.0,179667.97,0
91005,561,france,male,35.0,3,0.0,2,1.0,0.0,171578.57,0
102069,648,germany,male,39.0,6,149992.54,1,1.0,1.0,90108.56,0
79009,537,spain,male,39.0,2,0.0,2,1.0,1.0,18094.96,0
68762,714,spain,female,29.0,4,0.0,2,0.0,0.0,77837.63,0
225,644,spain,male,36.0,2,0.0,1,1.0,1.0,142331.62,0
105493,681,france,male,40.0,1,0.0,2,1.0,0.0,73334.55,0
54168,710,france,male,35.0,7,0.0,2,1.0,1.0,147535.96,0
10079,589,germany,female,39.0,5,133009.07,1,0.0,1.0,193008.51,0
77125,584,france,female,40.0,3,0.0,2,1.0,1.0,81486.41,0
14369,613,france,male,38.0,9,0.0,2,1.0,1.0,4896.02,0
71617,724,france,male,40.0,7,0.0,2,1.0,0.0,156593.09,0
39635,616,france,male,33.0,5,0.0,2,1.0,0.0,111605.9,0
138,705,france,male,44.0,9,0.0,2,1.0,1.0,1364.85,0
93584,700,france,male,35.0,3,0.0,1,0.0,1.0,86929.9,0
96045,434,germany,male,44.0,5,82697.28,1,1.0,0.0,74854.97,0
97691,730,france,female,27.0,2,0.0,2,1.0,0.0,933.38,0
451,823,spain,male,38.0,1,0.0,2,1.0,1.0,156603.7,0
108420,552,france,male,31.0,7,121704.32,1,0.0,0.0,71167.17,0
87419,543,france,female,45.0,4,0.0,2,1.0,1.0,105969.04,0
2500,639,france,female,40.0,3,0.0,2,1.0,1.0,152944.39,0
28718,596,france,female,47.0,9,126589.12,1,0.0,0.0,132730.07,0
107976,599,france,male,55.0,1,94438.28,1,0.0,1.0,52710.71,0
14716,633,france,female,36.0,8,69365.25,1,1.0,1.0,10288.24,0
61374,634,germany,male,35.0,6,116269.01,1,1.0,1.0,129964.94,0
56025,645,spain,male,34.0,8,0.0,2,1.0,1.0,103914.51,0
55147,652,germany,male,32.0,1,117412.29,1,1.0,1.0,122925.96,0
57656,719,spain,female,36.0,7,152581.06,1,0.0,1.0,81452.29,0
77940,616,france,male,39.0,3,113657.83,1,0.0,0.0,168290.06,0
51054,764,france,male,29.0,5,0.0,2,1.0,0.0,65868.28,0
42069,516,france,female,29.0,9,0.0,2,0.0,0.0,132835.75,0
15355,627,france,male,37.0,1,0.0,2,1.0,1.0,185547.71,0
59174,627,france,female,28.0,6,171137.62,1,1.0,1.0,126675.62,0
823,749,france,male,24.0,8,141267.67,1,1.0,1.0,167773.55,0
31732,602,france,male,33.0,1,0.0,1,1.0,1.0,112928.74,0
83587,491,france,male,40.0,1,119948.45,2,1.0,1.0,110802.42,0
13336,765,germany,female,41.0,1,82615.56,1,1.0,0.0,102628.98,0
68946,635,germany,male,42.0,9,102645.48,2,1.0,0.0,105746.94,0
13272,527,spain,male,22.0,6,126663.51,1,1.0,1.0,162260.93,0
88521,771,france,female,27.0,6,0.0,2,1.0,1.0,199527.34,0
107772,621,spain,male,33.0,7,0.0,1,1.0,1.0,47911.03,0
76585,580,france,female,35.0,6,0.0,2,1.0,1.0,10357.03,0
112359,646,germany,female,35.0,3,121151.05,2,1.0,1.0,79414.0,0
60055,678,france,female,31.0,4,0.0,2,1.0,0.0,73418.29,0
61094,753,france,female,31.0,7,155062.8,1,1.0,1.0,16460.77,0
52912,635,spain,male,42.0,7,0.0,2,1.0,0.0,167033.83,0
16867,737,germany,male,48.0,6,116326.07,2,1.0,0.0,73334.43,0
83749,705,germany,male,35.0,4,118913.55,2,0.0,1.0,87412.45,0
45146,554,france,male,29.0,1,131513.96,1,1.0,1.0,122404.29,0
1277,683,france,male,40.0,4,149863.76,1,1.0,0.0,172363.52,0
82075,710,france,female,32.0,3,0.0,2,1.0,1.0,166678.61,0
34342,605,france,male,28.0,9,0.0,2,1.0,0.0,38960.59,0
92718,596,spain,male,41.0,9,115462.09,2,1.0,1.0,167023.69,0
102701,524,france,male,38.0,3,127801.88,1,1.0,0.0,25017.28,0
111157,762,spain,female,42.0,8,81827.64,2,1.0,1.0,87801.49,0
12993,719,germany,male,30.0,1,118616.59,1,1.0,0.0,162865.83,0
57838,577,france,male,26.0,3,0.0,2,1.0,0.0,70563.9,0
63549,756,spain,male,34.0,2,120243.49,1,1.0,0.0,62454.01,0
79074,703,germany,female,38.0,9,79731.91,2,1.0,0.0,157097.09,0
65964,694,france,female,40.0,6,152876.92,1,1.0,0.0,54222.96,0
64418,662,france,female,32.0,6,76595.08,1,0.0,1.0,66893.28,0
46570,692,france,male,35.0,10,0.0,1,1.0,1.0,75664.45,0
58108,494,france,male,41.0,8,150507.21,1,1.0,0.0,167984.72,0
13898,681,spain,male,39.0,1,0.0,1,0.0,0.0,108419.41,0
48807,714,france,male,34.0,5,0.0,2,1.0,1.0,107964.4,0
99672,703,spain,female,29.0,9,0.0,2,1.0,0.0,50679.48,0
73076,613,france,male,36.0,2,81025.09,1,1.0,1.0,176943.53,0
83160,605,france,male,32.0,2,141806.83,1,1.0,1.0,172467.94,0
97994,697,france,male,31.0,9,132739.26,2,1.0,0.0,174667.65,0
57648,662,france,male,31.0,9,88421.81,1,0.0,0.0,72350.47,0
28271,619,france,male,32.0,3,0.0,1,1.0,0.0,89931.62,0
39804,678,france,male,48.0,4,0.0,2,1.0,1.0,170893.85,0
42707,604,france,male,36.0,8,0.0,2,1.0,1.0,80234.14,0
4213,466,france,male,33.0,6,0.0,1,1.0,1.0,2797.27,0
78189,762,spain,female,60.0,10,168920.75,1,1.0,0.0,31445.03,0
60757,719,france,female,37.0,8,0.0,2,1.0,1.0,35673.38,0
2675,531,france,male,21.0,2,0.0,2,1.0,0.0,159740.27,0
74829,699,germany,male,54.0,5,131023.43,1,0.0,1.0,146733.07,0
101345,748,france,male,30.0,9,134237.08,1,1.0,1.0,67779.6,0
68587,627,spain,male,41.0,4,127132.96,1,0.0,1.0,52324.09,0
75761,644,france,male,44.0,4,0.0,1,0.0,0.0,59207.41,0
110026,558,france,male,41.0,8,147856.82,2,0.0,0.0,107112.25,0
11550,717,spain,male,32.0,2,133701.88,2,0.0,0.0,86637.95,0
89490,671,france,male,31.0,6,0.0,2,0.0,1.0,116816.33,0
2440,521,france,female,40.0,6,0.0,2,1.0,1.0,135087.54,0
92104,652,spain,female,39.0,6,127549.96,1,1.0,0.0,88878.23,0
89681,682,france,female,39.0,5,143340.44,1,0.0,1.0,56794.73,0
45691,614,france,female,41.0,6,0.0,1,1.0,0.0,102325.19,0
51644,720,france,female,37.0,8,0.0,1,1.0,0.0,45985.52,0
110978,528,france,male,29.0,3,0.0,1,1.0,1.0,55972.56,0
72819,667,france,male,33.0,4,0.0,2,1.0,0.0,133536.97,0
101323,773,france,female,42.0,7,0.0,2,1.0,1.0,106963.38,0
71898,762,spain,male,54.0,4,0.0,1,1.0,1.0,7166.71,0
37191,850,france,female,45.0,2,122311.21,1,1.0,1.0,19482.5,0
18348,656,france,female,32.0,8,0.0,2,0.0,1.0,46811.77,0
110363,543,france,female,39.0,1,0.0,2,1.0,1.0,180553.45,0
53785,698,spain,male,33.0,8,169362.43,1,1.0,1.0,84760.7,0
89106,731,spain,male,70.0,3,0.0,2,1.0,0.0,141180.66,0
90111,739,spain,male,32.0,3,0.0,2,1.0,0.0,117832.39,0
54221,678,spain,male,37.0,8,0.0,2,1.0,0.0,74849.46,0
103848,679,france,male,21.0,9,0.0,2,1.0,0.0,157871.55,0
2679,687,spain,male,31.0,2,0.0,2,1.0,0.0,158742.15,0
30373,585,spain,female,56.0,1,128472.8,1,1.0,1.0,186476.91,0
112872,741,france,male,38.0,5,127823.93,1,1.0,0.0,19483.35,0
1355,560,france,female,38.0,0,81550.94,2,0.0,1.0,118974.77,0
62698,662,spain,male,27.0,2,0.0,2,1.0,1.0,74854.97,0
76248,588,france,male,37.0,0,143390.31,2,1.0,1.0,70947.22,0
83985,707,france,male,34.0,9,110148.76,1,1.0,1.0,160176.47,0
84287,763,france,female,29.0,2,0.0,2,1.0,0.0,194310.1,0
58401,614,france,male,49.0,5,76495.04,2,1.0,1.0,103921.43,0
86682,756,germany,female,48.0,3,106230.92,1,0.0,1.0,129526.57,0
65367,705,france,male,39.0,4,121626.9,1,1.0,1.0,82824.08,0
89069,676,france,female,37.0,1,148061.89,1,1.0,1.0,121485.1,0
39514,627,spain,male,34.0,1,0.0,1,1.0,0.0,130726.96,0
13290,645,spain,female,29.0,3,0.0,2,0.0,1.0,94875.03,0
20405,740,spain,female,28.0,9,0.0,2,0.0,1.0,67840.81,0
55173,688,france,male,41.0,8,0.0,2,1.0,1.0,72985.61,0
77575,703,france,female,25.0,1,0.0,2,1.0,0.0,167035.07,0
53150,669,france,female,35.0,3,0.0,2,1.0,0.0,187905.63,0
68709,567,france,female,38.0,6,144432.04,2,1.0,0.0,73963.17,0
23724,709,france,male,25.0,3,115054.05,1,0.0,0.0,48378.4,0
601,595,france,female,18.0,4,0.0,1,1.0,0.0,107868.25,0
77136,748,germany,male,38.0,2,104356.82,2,0.0,0.0,123096.08,0
11333,731,france,male,32.0,7,0.0,2,1.0,0.0,131768.94,0
75299,678,france,male,41.0,3,0.0,2,1.0,0.0,152210.9,0
17883,772,france,male,38.0,8,0.0,2,1.0,1.0,82990.62,0
565,814,france,male,44.0,9,0.0,2,1.0,1.0,106096.08,0
89797,679,spain,male,22.0,5,0.0,2,1.0,0.0,158974.45,0
56072,758,spain,female,54.0,7,129974.79,1,1.0,0.0,79082.62,0
104408,649,france,male,42.0,7,116563.58,1,1.0,1.0,120257.7,0
76885,597,germany,female,36.0,3,117700.86,1,0.0,0.0,74042.0,0
75169,814,spain,female,44.0,3,126623.29,1,0.0,1.0,147553.06,0
92063,667,france,female,43.0,2,0.0,2,1.0,0.0,120540.83,0
108303,663,france,male,40.0,9,0.0,2,0.0,1.0,107955.67,0
242,654,france,male,38.0,1,132954.64,1,1.0,0.0,146715.07,0
24613,613,spain,male,32.0,4,0.0,2,1.0,0.0,142996.85,0
32723,711,france,female,22.0,10,0.0,2,1.0,0.0,79005.65,0
76059,616,germany,male,44.0,4,127552.85,2,1.0,0.0,4225.11,0
102539,635,germany,female,42.0,8,103568.63,1,0.0,1.0,175719.71,0
106784,645,spain,male,44.0,2,0.0,2,1.0,1.0,174916.85,0
77878,727,france,female,37.0,9,0.0,2,1.0,0.0,66561.89,0
84410,681,france,female,40.0,3,116422.22,1,1.0,1.0,166031.08,0
12813,690,spain,male,35.0,7,140700.61,1,0.0,0.0,127037.95,0
11140,641,germany,male,30.0,2,141749.74,2,1.0,1.0,138871.12,0
64684,443,france,male,39.0,2,70438.01,2,0.0,1.0,56937.43,0
11869,672,france,male,34.0,7,0.0,2,1.0,1.0,52876.41,0
77364,626,france,male,38.0,2,0.0,2,1.0,0.0,180066.59,0
44376,585,france,male,39.0,5,0.0,2,0.0,0.0,132665.17,0
102603,585,france,male,34.0,9,0.0,1,1.0,0.0,94722.44,0
113658,806,germany,male,32.0,4,101286.11,2,0.0,1.0,127939.17,0
25071,656,spain,male,28.0,8,120047.77,2,1.0,1.0,137173.39,0
113955,544,germany,male,44.0,10,118560.0,1,1.0,0.0,1787.85,0
42898,666,france,male,39.0,2,0.0,2,0.0,0.0,102999.33,0
37913,617,france,male,66.0,8,0.0,1,1.0,1.0,143298.06,0
59225,598,spain,female,29.0,7,0.0,1,1.0,0.0,187718.26,0
88101,642,spain,female,39.0,8,85600.08,2,1.0,0.0,134077.71,0
50401,591,france,male,33.0,3,0.0,2,1.0,0.0,161465.31,0
125,659,france,female,41.0,2,0.0,2,1.0,1.0,102908.91,0
13422,562,france,male,32.0,3,0.0,2,1.0,0.0,45978.39,0
22731,619,france,male,36.0,5,0.0,2,1.0,1.0,148770.31,0
31844,667,germany,female,28.0,7,165798.1,2,1.0,0.0,147090.9,0
76728,693,spain,male,39.0,4,0.0,1,1.0,1.0,149184.15,0
94304,464,france,male,35.0,5,0.0,2,1.0,1.0,125307.87,0
98735,735,france,female,36.0,6,144876.29,1,0.0,0.0,88187.82,0
19067,575,germany,male,45.0,9,105229.54,1,0.0,0.0,107981.75,0
20849,809,spain,male,38.0,9,0.0,2,0.0,1.0,170409.45,0
52949,663,germany,female,29.0,5,90248.79,1,1.0,1.0,79169.73,0
48310,659,france,female,29.0,6,109052.76,1,1.0,1.0,79082.0,0
107150,657,germany,male,40.0,7,99165.84,1,0.0,1.0,119333.95,0
46582,705,france,female,28.0,4,166526.99,1,0.0,0.0,149913.18,0
8098,634,spain,female,26.0,4,0.0,2,1.0,1.0,164549.74,0
21941,592,france,male,36.0,7,0.0,2,1.0,1.0,82733.49,0
23925,677,france,female,43.0,5,0.0,2,1.0,1.0,67830.9,0
64764,699,france,female,32.0,3,110559.46,1,1.0,1.0,127429.56,0
50077,701,spain,female,31.0,9,0.0,2,0.0,0.0,170996.86,0
6560,627,france,male,71.0,0,106070.89,1,1.0,1.0,123866.43,0
25798,627,spain,female,25.0,1,0.0,2,1.0,1.0,194313.93,0
104657,615,france,male,27.0,4,0.0,2,1.0,0.0,70778.62,0
44378,758,germany,female,37.0,9,105769.58,1,0.0,0.0,66462.81,0
92311,489,france,male,41.0,5,0.0,2,1.0,1.0,127543.81,0
74572,646,france,male,39.0,7,0.0,2,0.0,1.0,146656.55,0
92460,833,france,male,39.0,3,0.0,2,1.0,0.0,1710.89,0
38687,721,france,male,41.0,2,0.0,2,1.0,1.0,83700.32,0
80291,714,france,male,32.0,6,123699.28,1,1.0,0.0,70899.21,0
84339,663,spain,male,34.0,9,0.0,2,1.0,1.0,80587.27,0
1635,674,france,male,22.0,5,0.0,2,1.0,1.0,180622.43,0
48874,683,france,male,40.0,9,0.0,2,1.0,0.0,180197.74,0
26864,652,france,male,34.0,4,0.0,2,0.0,0.0,141023.01,0
2907,588,france,male,27.0,5,0.0,2,1.0,1.0,123499.77,0
103386,705,germany,male,29.0,2,92895.56,1,1.0,0.0,122218.57,0
36636,593,france,male,34.0,4,134954.53,1,1.0,0.0,13107.24,0
79270,714,spain,male,40.0,3,0.0,2,1.0,1.0,143598.7,0
2562,568,france,female,40.0,8,0.0,2,0.0,1.0,120512.08,0
113296,725,france,male,60.0,8,118569.64,1,0.0,1.0,150242.52,0
22647,624,spain,female,38.0,5,0.0,2,0.0,1.0,108891.3,0
79982,714,france,female,28.0,7,0.0,2,1.0,1.0,132770.11,0
33644,711,france,female,25.0,5,190066.54,1,0.0,0.0,51345.39,0
96926,710,spain,male,32.0,2,0.0,2,1.0,0.0,169505.83,0
54828,642,france,male,40.0,8,0.0,1,0.0,1.0,86767.48,0
22992,576,spain,male,37.0,2,0.0,2,1.0,1.0,119927.81,0
19878,638,france,male,19.0,5,94493.03,2,1.0,0.0,157549.6,0
80589,700,france,male,35.0,6,0.0,2,1.0,0.0,150835.24,0
13093,639,germany,male,52.0,4,118889.66,1,1.0,1.0,114072.91,0
78177,633,france,male,33.0,4,0.0,1,1.0,0.0,135077.01,0
45557,583,spain,male,36.0,1,0.0,2,1.0,0.0,65657.29,0
102386,605,france,male,35.0,5,172452.76,1,1.0,0.0,176713.87,0
89700,678,germany,female,38.0,2,79899.74,1,0.0,0.0,80178.83,0
72587,808,france,female,33.0,2,103516.87,1,0.0,0.0,113907.8,0
11573,596,france,male,35.0,8,0.0,2,0.0,1.0,173784.05,0
62695,704,spain,male,41.0,3,0.0,2,1.0,1.0,121681.19,0
88503,740,france,male,39.0,3,99097.33,1,1.0,0.0,173511.72,0
65098,724,france,male,25.0,4,0.0,2,1.0,0.0,167822.61,0
35582,712,france,male,38.0,1,141069.45,1,1.0,1.0,129964.55,0
99338,693,france,male,41.0,1,145056.59,1,1.0,1.0,131712.51,0
10434,661,spain,male,59.0,3,123692.0,1,1.0,1.0,85522.84,0
40064,577,france,male,35.0,9,0.0,2,0.0,0.0,173776.06,0
101858,701,france,male,29.0,1,0.0,2,1.0,1.0,58435.36,0
99637,771,france,female,28.0,9,0.0,1,1.0,0.0,2035.94,0
94165,605,france,female,36.0,8,0.0,2,0.0,1.0,120736.5,0
26469,703,france,female,28.0,9,0.0,2,1.0,1.0,133501.94,0
102116,753,spain,female,29.0,2,0.0,1,0.0,0.0,147964.69,0
46876,652,spain,male,25.0,10,154863.13,2,1.0,1.0,75578.41,0
71656,721,france,male,35.0,6,0.0,2,1.0,0.0,51454.06,0
205,850,france,female,29.0,10,0.0,2,0.0,1.0,199775.67,0
11793,629,germany,female,30.0,8,121827.43,2,1.0,1.0,99818.31,0
94196,648,spain,male,44.0,6,0.0,2,0.0,0.0,64715.53,0
18050,694,france,male,39.0,7,0.0,2,1.0,0.0,38409.79,0
21548,567,france,male,32.0,5,0.0,2,0.0,1.0,80181.12,0
27806,644,france,female,40.0,10,139180.97,2,1.0,1.0,19959.67,0
32511,710,france,male,35.0,2,106518.52,2,1.0,1.0,127951.81,0
8102,730,france,male,37.0,8,0.0,2,0.0,0.0,158887.05,0
71058,632,spain,female,27.0,7,0.0,2,1.0,1.0,47728.0,0
19585,581,france,female,39.0,5,0.0,2,1.0,1.0,97628.08,0
9433,706,france,female,45.0,8,0.0,2,0.0,0.0,136837.97,0
26130,734,france,female,37.0,10,0.0,2,1.0,0.0,175544.02,0
103772,753,france,male,39.0,8,0.0,2,1.0,0.0,181177.9,0
48178,659,france,male,35.0,6,166518.63,2,1.0,1.0,143345.69,0
93840,709,france,male,40.0,2,102562.25,1,1.0,0.0,141894.32,0
53380,707,france,male,32.0,7,0.0,1,1.0,1.0,114066.77,0
25583,637,germany,female,37.0,4,128472.8,2,1.0,1.0,28640.92,0
98763,544,germany,male,30.0,4,81523.38,1,1.0,1.0,36885.85,0
114612,662,france,female,42.0,4,0.0,2,0.0,1.0,166668.48,0
2326,730,france,male,34.0,2,0.0,2,1.0,0.0,131807.14,0
33068,682,france,male,31.0,8,156973.07,1,1.0,1.0,134729.98,0
19367,605,spain,male,36.0,1,0.0,2,0.0,1.0,172810.51,0
68576,727,france,male,51.0,5,0.0,1,1.0,0.0,187811.22,0
99585,642,germany,female,30.0,4,148045.45,1,1.0,0.0,177844.06,0
21642,646,france,male,31.0,7,0.0,2,1.0,0.0,103657.35,0
9261,589,spain,male,38.0,9,0.0,2,1.0,1.0,150661.42,0
39013,748,germany,male,27.0,5,146033.62,1,1.0,0.0,147040.25,0
14702,754,germany,female,24.0,3,121513.31,2,0.0,1.0,195580.28,0
20285,748,france,female,23.0,4,0.0,2,1.0,0.0,1713.9,0
98192,615,spain,male,32.0,3,0.0,2,1.0,1.0,88827.35,0
3787,709,spain,female,42.0,9,0.0,2,1.0,0.0,74850.97,0
15300,632,france,female,32.0,1,0.0,2,1.0,0.0,102535.63,0
30158,515,france,female,58.0,2,131852.81,1,0.0,1.0,81436.68,0
18319,805,france,female,39.0,4,97188.62,2,1.0,0.0,91881.29,0
80938,623,germany,male,37.0,1,84944.58,2,0.0,1.0,117023.08,0
37216,809,france,male,33.0,8,0.0,2,1.0,1.0,93336.89,0
30004,559,france,female,42.0,10,135089.12,1,1.0,1.0,65762.98,0
77186,720,france,male,28.0,9,0.0,2,1.0,0.0,199290.98,0
12932,595,france,male,29.0,5,0.0,2,1.0,0.0,52327.57,0
66377,763,germany,female,33.0,2,141402.56,1,1.0,0.0,178053.4,0
20400,452,france,male,44.0,3,88915.37,1,1.0,0.0,69697.74,0
17273,567,france,male,39.0,3,0.0,2,1.0,0.0,9983.88,0
9342,711,france,female,36.0,7,0.0,2,1.0,1.0,184843.24,0
88996,686,france,male,36.0,8,105419.73,1,1.0,0.0,35356.46,0
80754,537,france,male,35.0,1,0.0,1,1.0,1.0,158742.09,0
26260,692,france,male,38.0,8,0.0,2,1.0,1.0,91406.62,0
18829,635,france,female,28.0,2,0.0,1,1.0,0.0,157567.37,0
56597,551,france,female,37.0,5,0.0,2,1.0,0.0,183479.12,0
2305,703,france,male,36.0,8,160139.59,2,0.0,1.0,79314.1,0
40748,639,spain,male,34.0,5,0.0,2,0.0,1.0,28269.86,0
65532,707,france,male,28.0,3,0.0,2,1.0,0.0,49418.95,0
52182,732,germany,female,41.0,6,140931.82,1,1.0,1.0,81482.82,0
72543,714,germany,male,35.0,3,104853.3,2,1.0,0.0,125870.81,0
41796,766,spain,male,33.0,6,0.0,2,1.0,0.0,86383.61,0
95994,660,germany,male,37.0,5,111905.43,1,1.0,0.0,101039.53,0
6170,607,france,male,40.0,1,0.0,2,1.0,0.0,122433.09,0
54107,624,germany,male,53.0,2,99745.95,1,0.0,1.0,115291.86,0
67896,539,germany,male,32.0,10,111582.11,2,1.0,1.0,160618.61,0
93246,673,france,male,31.0,7,0.0,2,1.0,1.0,164741.5,0
45552,556,france,male,30.0,9,0.0,2,1.0,1.0,128866.22,0
19175,667,spain,male,32.0,5,0.0,2,0.0,0.0,49326.04,0
96036,684,spain,male,48.0,5,0.0,2,1.0,1.0,823.96,0
52334,714,france,male,34.0,9,51690.89,1,0.0,1.0,187946.55,0
5398,738,france,male,39.0,9,0.0,2,0.0,0.0,40980.89,0
34469,724,france,male,41.0,6,0.0,2,1.0,0.0,51637.67,0
101652,597,france,female,40.0,1,105760.2,1,1.0,1.0,94790.61,0
1603,718,france,female,29.0,4,0.0,2,1.0,1.0,71409.12,0
26668,691,france,male,38.0,1,0.0,2,1.0,1.0,141827.83,0
63236,762,france,male,29.0,9,0.0,1,1.0,1.0,54122.89,0
65597,679,germany,female,41.0,6,121063.85,1,1.0,0.0,56984.58,0
82147,644,france,female,34.0,4,0.0,2,1.0,0.0,127433.47,0
75393,752,france,male,34.0,10,97530.07,1,0.0,0.0,143783.01,0
91662,613,germany,male,30.0,8,92224.56,2,1.0,1.0,173495.77,0
60195,598,france,female,23.0,6,106517.17,2,1.0,1.0,77551.25,0
82787,492,spain,male,33.0,9,0.0,1,1.0,0.0,132418.64,0
90267,578,spain,male,39.0,6,0.0,2,0.0,0.0,176962.31,0
66655,595,france,male,49.0,6,0.0,2,1.0,1.0,55775.72,0
58349,586,germany,female,26.0,9,131767.91,1,1.0,0.0,52856.88,0
84032,643,spain,female,36.0,0,0.0,2,1.0,1.0,157549.6,0
108943,595,germany,female,40.0,7,97560.16,1,0.0,0.0,598.8,0
32539,645,germany,female,34.0,3,149117.5,2,0.0,1.0,129962.81,0
